name,url,original_price,current_price,rating,orders,thumbnail,scrape_time
Three screen gaming laptop 16+10.5+10.5 inch i7-1260p facial fingerprint RAM 64GB SSD4TB DDR4 4.7Ghz Win11 dual channel 12 16,https://www.aliexpress.com/item/1005009645645676.html?algo_pvid=7761243d-9b3c-4872-b83e-5bc50d412fca&algo_exp_id=7761243d-9b3c-4872-b83e-5bc50d412fca-20&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%7D&pdp_npi=6%40dis%21MAD%2120972.72%2110486.31%21%21%212134.65%211067.32%21%402103917f17544728974687091e2649%2112000049751186658%21sea%21MA%210%21ABX%211%210%21&curPageLogUid=AdbKND07gcQT&utparam-url=scene%3Asearch%7Cquery_from%3A,,10486.31,N/A,N/A,https://ae-pic-a1.aliexpress-media.com/kf/S3d95ce4e751c4741b35a4a35651d4b80t.jpg_480x480q75.jpg_.avif,2025-08-06T10:35:28.290099
Intel Core i5-1240p10.95-inch Business Tablet Touchscreen Laptop 1920 * 1200 RAM 32GB SSD2TB DDR4 Face Unlock 12 Thread 4.4GHz,https://www.aliexpress.com/item/1005009612657200.html?algo_pvid=7761243d-9b3c-4872-b83e-5bc50d412fca&algo_exp_id=7761243d-9b3c-4872-b83e-5bc50d412fca-21&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%7D&pdp_npi=6%40dis%21MAD%2113400.57%216700.28%21%21%211363.94%21681.97%21%402103917f17544728974687091e2649%2112000049631742519%21sea%21MA%210%21ABX%211%210%21&curPageLogUid=lqtBPkaCgE9y&utparam-url=scene%3Asearch%7Cquery_from%3A,13400.57,6700.28,N/A,N/A,https://ae-pic-a1.aliexpress-media.com/kf/S560de6186b7340bfa1ca8b1b665ff62aU.jpg_480x480q75.jpg_.avif,2025-08-06T10:35:28.508156
ORANGO Laptop 15.6 inch Intel N5095 16GB RAM 512GB SSD Notebook Computer Windows 10 IPS 1920*1080 USB *2 Office Portable Laptop,https://www.aliexpress.com/item/1005009638455771.html?algo_pvid=7761243d-9b3c-4872-b83e-5bc50d412fca&algo_exp_id=7761243d-9b3c-4872-b83e-5bc50d412fca-22&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%7D&pdp_npi=6%40dis%21MAD%214098.00%212049.00%21%21%213000.00%211500.00%21%402103917f17544728974687091e2649%2112000049728277693%21sea%21MA%210%21ABX%211%210%21&curPageLogUid=rDYW16OpEES9&utparam-url=scene%3Asearch%7Cquery_from%3A,4098.0,2049.0,N/A,N/A,https://ae-pic-a1.aliexpress-media.com/kf/S06b7b07e3b5946088bbdf36e1665a2b8s.jpg_480x480q75.jpg_.avif,2025-08-06T10:35:28.700314
ZSUS 2160*1440 14-inch 2K Portable Monitor 60HZ For Laptop XBox PS4 / 5 Switch TV Box Cell Phone PC Extension Mobile,https://www.aliexpress.com/item/1005006111326351.html?aem_p4p_detail=2025080602345711229218582242600001708650&algo_pvid=7761243d-9b3c-4872-b83e-5bc50d412fca&algo_exp_id=7761243d-9b3c-4872-b83e-5bc50d412fca-23&pdp_ext_f=%7B%22order%22%3A%226412%22%2C%22eval%22%3A%221%22%7D&pdp_npi=6%40dis%21MAD%211666.68%211233.34%21%21%211220.12%21902.89%21%402103917f17544728974687091e2649%2112000036183343322%21sea%21MA%210%21ABX%211%210%21&curPageLogUid=9M29XRp8Pt1p&utparam-url=scene%3Asearch%7Cquery_from%3A&search_p4p_id=2025080602345711229218582242600001708650_6,1666.68,1233.34,4.7,"5,000+ sold",https://ae-pic-a1.aliexpress-media.com/kf/S1ce7d6e37e024c3bb3c418ea83e98dc5Q.jpg_480x480q75.jpg_.avif,2025-08-06T10:35:28.993190
Laptop 15.6 Inch IPS Screen 16GB RAM Intel 11th N5095 Business Netbook Windows 10 11 Pro Gaming Office Notebook Pc Portable,https://www.aliexpress.com/item/1005004189740905.html?algo_pvid=7761243d-9b3c-4872-b83e-5bc50d412fca&algo_exp_id=7761243d-9b3c-4872-b83e-5bc50d412fca-24&pdp_ext_f=%7B%22order%22%3A%22127%22%2C%22eval%22%3A%221%22%7D&pdp_npi=6%40dis%21MAD%213880.84%211824.00%21%21%21395.00%21185.65%21%402103917f17544728974687091e2649%2112000049515941737%21sea%21MA%210%21ABX%211%210%21&curPageLogUid=2Y2NuHGZbdQJ&utparam-url=scene%3Asearch%7Cquery_from%3A,3880.84,1824.0,4.9,127 sold,https://ae-pic-a1.aliexpress-media.com/kf/Sbd7e371f72a34abbbb75429350c5a281e.png_480x480.png_.avif,2025-08-06T10:35:29.210625
"11.6 Inch Laptop, OS 11 Pro System Laptops, Slim and Lightweight Notebook HD Display, Russian Keyboard,USB3.0, Type_C 4000mAh",https://www.aliexpress.com/item/1005009560328693.html?algo_pvid=7761243d-9b3c-4872-b83e-5bc50d412fca&algo_exp_id=7761243d-9b3c-4872-b83e-5bc50d412fca-25&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%7D&pdp_npi=6%40dis%21MAD%216088.59%212678.99%21%21%214457.24%211961.19%21%402103917f17544728974687091e2649%2112000049465872455%21sea%21MA%210%21ABX%211%210%21&curPageLogUid=wZ2FrUzmtOqj&utparam-url=scene%3Asearch%7Cquery_from%3A,6088.59,2678.99,N/A,N/A,https://ae-pic-a1.aliexpress-media.com/kf/S2e5a009c0f124f1eba9f334a2e8b5818g.jpg_480x480q75.jpg_.avif,2025-08-06T10:35:29.440946
2025 Laptop 15.6 Inch IPS Screen 16GB RAM Intel Celeron 11th N5095 Netbook Windows 10 11 Pro Office Notebook Pc Portable,https://www.aliexpress.com/item/1005008594109504.html?algo_pvid=7761243d-9b3c-4872-b83e-5bc50d412fca&algo_exp_id=7761243d-9b3c-4872-b83e-5bc50d412fca-26&pdp_ext_f=%7B%22order%22%3A%2225%22%2C%22eval%22%3A%221%22%7D&pdp_npi=6%40dis%21MAD%213894.49%211830.38%21%21%21396.39%21186.30%21%402103917f17544728974687091e2649%2112000045875676593%21sea%21MA%210%21ABX%211%210%21&curPageLogUid=GniNFq6BQ0qB&utparam-url=scene%3Asearch%7Cquery_from%3A,3894.49,1830.38,5,25 sold,https://ae-pic-a1.aliexpress-media.com/kf/Sfa1483801e994093bef69edbd496a3dfu.jpg_480x480q75.jpg_.avif,2025-08-06T10:35:29.730372
Helorpc Pfense Industrial Mini PC Inter Celeron Processor with 4XUSB HDMI VGA 2XRS232 Support Windows10/11 LINUX Deskto Computer,https://www.aliexpress.com/item/1005007792515082.html?aem_p4p_detail=2025080602345711229218582242600001708650&algo_pvid=7761243d-9b3c-4872-b83e-5bc50d412fca&algo_exp_id=7761243d-9b3c-4872-b83e-5bc50d412fca-27&pdp_ext_f=%7B%22order%22%3A%2290%22%2C%22eval%22%3A%221%22%7D&pdp_npi=6%40dis%21MAD%21569.94%21398.96%21%21%21417.23%21292.06%21%402103917f17544728974687091e2649%2112000042220347684%21sea%21MA%210%21ABX%211%210%21&curPageLogUid=KlPkJRAcQJYe&utparam-url=scene%3Asearch%7Cquery_from%3A&search_p4p_id=2025080602345711229218582242600001708650_7,569.94,398.96,4.8,90 sold,https://ae-pic-a1.aliexpress-media.com/kf/S03aec5bd7176416d81c0fbb813c32a56E.jpg_480x480q75.jpg_.avif,2025-08-06T10:35:29.956283
YSJMNPC 14.1 Inch Laptop Intel N5095 IPS 1920*1080 2*DDR4 32GB M.2 SSD PCIE WIFI5 BT4.2 Lightweight Business Computer Notebook,https://www.aliexpress.com/item/1005009037352894.html?algo_pvid=7761243d-9b3c-4872-b83e-5bc50d412fca&algo_exp_id=7761243d-9b3c-4872-b83e-5bc50d412fca-28&pdp_ext_f=%7B%22order%22%3A%2239%22%2C%22eval%22%3A%221%22%7D&pdp_npi=6%40dis%21MAD%213239.96%211943.96%21%21%21329.77%21197.86%21%402103917f17544728974687091e2649%2112000047671182515%21sea%21MA%210%21ABX%211%210%21&curPageLogUid=hsV7PJUZhOCB&utparam-url=scene%3Asearch%7Cquery_from%3A,3239.96,1943.96,4.9,39 sold,https://ae-pic-a1.aliexpress-media.com/kf/S8b35112348074ed2ac68b41c2aa074a2u.jpg_480x480q75.jpg_.avif,2025-08-06T10:35:30.207544
Second Hand Lightweight Ryzen I7 Eight Core Notebook Computer Flight Fortress Ace Electronic Sports Laptop from Mainland China,https://www.aliexpress.com/item/1005009591155482.html?algo_pvid=7761243d-9b3c-4872-b83e-5bc50d412fca&algo_exp_id=7761243d-9b3c-4872-b83e-5bc50d412fca-29&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%7D&pdp_npi=6%40dis%21MAD%2113494.30%216747.15%21%21%211373.48%21686.74%21%402103917f17544728974687091e2649%2112000049559382253%21sea%21MA%210%21ABX%211%210%21&curPageLogUid=Qx9FVD6oaYbR&utparam-url=scene%3Asearch%7Cquery_from%3A,13494.3,6747.15,N/A,N/A,https://ae-pic-a1.aliexpress-media.com/kf/S3c97d81045724d31b09f1bb27444be7dL.jpg_480x480q75.jpg_.avif,2025-08-06T10:35:30.424896
